1.329510042684683147e-01,3.653075654018383273e-02,3.338832587006049235e-02,2.108047241207740979e-02,3.993505643281745204e-02,7.094037237803441087e-02,4.496294550501479803e-02,5.745410741875507654e-02,3.765679419697803149e-02,6.434126797077539817e-02,1.317202189226700237e-02,5.315945216958650570e-03,7.738235525178725760e-02,5.114305915625736582e-02,7.528740147170502606e-02,7.083562468903030485e-02,4.475345012700657210e-02,8.798805876345353050e-02,1.259590960274438974e-02,2.228507083562468807e-02
7.361294583883751241e-02,8.348745046235138412e-02,9.719286657859974032e-02,2.097093791281373978e-02,1.680977542932628882e-02,5.703434610303830671e-02,2.708058124174372513e-02,5.095772787318361696e-02,3.282694848084544148e-02,4.468295904887714665e-02,1.367239101717305193e-02,3.844121532364597194e-02,3.335535006605019892e-02,3.285997357992073709e-02,2.919418758256274796e-02,1.026750330250990745e-01,5.115587846763540447e-02,8.272787318361955744e-02,3.239762219286657779e-02,7.886393659180977733e-02
5.818088121618139597e-02,1.002318989951043599e-01,5.235763978356093584e-02,1.329554238598299430e-02,1.679979386755990622e-02,3.210512754444731082e-02,4.127802112857510697e-02,2.025251223911363196e-02,4.637979902087090850e-02,1.005410976552434943e-01,3.097139912393712807e-02,1.618139654728162694e-02,2.282916774027312495e-02,2.602422056171090070e-02,5.632568925534656157e-02,9.914970368461736849e-02,5.745941767585673737e-02,9.817057459417675991e-02,5.761401700592630459e-02,5.385209997423344441e-02
6.237424547283702131e-02,5.779119159400849387e-02,2.660406885758998322e-02,5.141962888441761921e-03,5.695282807958864518e-02,6.785155376704672670e-02,3.683210373351218647e-02,5.980326402861613905e-02,5.505253744690364465e-02,2.945450480661748402e-02,3.420523138832998189e-02,3.006930471719203996e-02,2.392130561144645631e-02,6.634249944109099628e-02,1.637603398166778343e-02,9.439973172367538412e-02,3.767046724793203516e-02,9.713838587078023334e-02,3.342275877487144858e-02,1.085960205678515589e-01
1.756821445667783588e-01,3.590234561991383772e-02,3.840221264826339242e-02,3.356204457209722991e-02,1.116961863730652621e-02,1.045157172490824987e-01,2.489229296314025841e-02,4.989096324663581938e-02,1.819052178075634268e-02,2.372214243923195451e-02,7.340035104515717224e-03,1.329716504441253062e-02,8.861230785596510562e-02,4.893356736343811714e-02,8.850593053560980306e-02,6.696452316366151292e-02,2.866868783575341612e-02,4.287006010318600291e-02,2.606244348704856231e-02,7.281527578320301508e-02
4.828572666984526363e-02,6.072558623380001214e-02,2.535650817043040919e-02,7.992718130986953273e-02,2.639677517229422135e-02,2.938754280265267957e-02,6.943782237440943028e-02,1.655758311299900323e-02,1.924493953448051797e-02,6.783407741320272855e-02,1.248320402236574068e-02,4.568505916518573323e-02,8.235447098088509443e-03,9.058991807897360735e-03,1.209310389666681113e-01,8.265788218976204138e-02,7.958042564258159535e-02,1.291664860647566138e-01,1.673096094664297193e-02,5.231676130206753400e-02
7.769540351620420060e-02,3.346748570218174151e-02,2.351196780343147580e-02,4.388900656640542380e-02,4.261808938784156231e-02,2.249523406058038383e-02,6.337640330438466807e-02,5.782673162465579164e-02,7.913577631857657280e-02,6.714679093412412314e-02,9.023511967803430830e-03,3.698368989620842706e-02,8.307561957212454551e-02,2.656216903198474824e-02,6.570641813175175094e-02,7.066299512815081563e-02,6.235966956153357610e-02,4.876085575090022967e-02,7.752594789239568296e-02,8.176233848760856501e-03
7.450751738786388911e-02,5.797342884511265393e-02,2.232310191162384036e-02,5.543292657531964651e-02,1.245262587980509005e-02,5.630752571737953488e-02,4.514597476156761297e-02,4.318853858648119548e-02,3.565032693348881704e-02,7.421598434051060456e-02,2.265628253717046417e-02,3.136062637957602595e-02,6.630294448377826999e-02,2.944483778268293730e-02,1.025363375119736770e-01,9.824663695806089281e-02,6.297113822831201801e-02,4.643704968556078283e-02,2.852859106242972009e-02,3.431760443130232180e-02
9.976917158245704464e-02,6.801744036932547144e-02,4.867914849961528512e-02,5.042318543216209314e-02,8.863811233649654397e-02,7.986663246986407116e-02,3.252115927160810493e-02,5.155167991792767440e-02,2.975121826109258967e-03,1.066427289048473975e-01,1.656835085919466585e-02,7.386509361374711709e-03,3.041805591177225085e-02,2.457040266735060347e-02,2.180046165683508647e-02,1.067453193126442629e-01,4.365221851756860560e-02,4.411387535265452742e-02,1.836368299563990655e-02,5.729674275455244603e-02
2.322632856757485958e-02,5.068788777987590782e-02,2.147288912867547847e-02,4.348529808470461000e-02,2.649042352306447273e-02,2.346911248988400173e-02,4.693822497976800345e-02,2.916104666846506752e-02,5.117345562449419905e-02,9.241974642568114018e-02,2.333423253304559020e-02,6.414890747234960888e-02,9.619638521715673241e-02,2.481791205826814131e-02,6.512004316158619133e-02,9.503641758834636966e-02,4.521176153223630673e-02,8.235770164553547767e-02,4.108443485298084868e-02,5.416779066630698913e-02
9.964120963608405490e-02,5.402357765248590182e-02,3.792926704254228568e-03,7.626858021527421760e-02,2.542286007175807369e-02,2.655048692977959868e-02,3.413634033828805842e-02,1.002562788313685338e-01,6.150691952844695304e-03,9.051768323936443261e-02,2.050230650948231623e-03,1.855458739108149790e-02,5.402357765248590182e-02,8.293182983085596593e-02,4.407995899538698359e-02,5.197334700153767584e-02,6.652998462327011642e-02,4.325986673500768764e-02,2.255253716043054742e-03,1.175807278318810878e-01
1.419686896847522917e-01,3.009507470155121933e-02,1.165201229537493784e-02,1.165201229537493784e-02,3.116734577167774509e-02,4.918149974980341732e-02,3.066695260561870182e-02,4.889556079776967434e-02,3.724354850239473824e-02,1.063692901565515825e-01,9.150046465079705871e-03,6.505111158767603284e-03,3.617127743226820902e-02,4.582171706340696510e-02,9.293015941096575971e-02,1.677031953677889653e-01,7.477303595682321946e-02,2.351847880477517944e-02,1.122310386732432684e-02,3.331188791193080007e-02
9.018790670468669612e-02,5.739562769613219123e-02,4.734225341814725374e-02,4.332090370695328152e-02,1.824230459896175952e-02,2.778387073188564801e-02,4.141990202529794579e-02,1.400160853988447786e-02,2.354317467280836462e-02,9.472106456094173121e-02,4.178547927177012761e-02,1.261241500329019459e-02,6.543832711852014261e-03,6.236747824815383479e-02,9.632960444541931178e-02,1.028368794326241092e-01,5.194852672369671548e-02,9.621993127147766833e-02,5.348395115887986939e-02,1.791328507713679796e-02
3.587835087515264115e-02,5.873117404198406610e-02,4.180961795662033881e-02,1.093213932662673651e-02,3.547130313426760662e-02,3.518055474792115139e-02,1.193231377565854567e-01,1.137407687387334970e-01,6.396464499622027053e-03,7.908356108623597336e-02,2.035238704425190465e-03,5.000872245159039726e-03,3.506425539338256514e-02,5.181136244693841653e-02,6.204570564633365981e-02,6.512763854160609489e-02,9.716811071698551461e-02,8.292143978600918786e-02,9.478397394894458663e-03,5.279990696051636845e-02
6.178574061785740285e-02,7.886652412199857132e-02,2.462582024625820099e-02,3.020472363538057037e-02,3.494802034948020497e-02,2.745213694118803574e-02,7.699869743665363475e-02,4.298459042984590500e-02,2.125881687925483543e-02,4.954656049546560248e-02,3.268696699353633786e-03,7.203421072034210670e-02,5.325763719924303530e-02,3.789722037897220314e-02,8.555137752218043568e-02,1.573889749072230893e-01,4.155914374892476920e-02,7.456560741232273748e-02,1.002728010027280174e-02,1.577822015778220302e-02
7.840464620125636719e-02,6.406305558847931458e-02,3.506380625024693026e-02,3.148828572557386268e-02,4.717316581723361713e-02,2.467306704594840125e-02,4.496068902848563559e-02,2.473232981707557815e-02,1.688988977124570440e-02,9.037572596894630217e-02,8.928924183161471642e-03,2.978941961992809598e-02,8.407411797242306251e-02,2.712259491920509039e-02,1.046778080676385725e-01,1.075224210817431192e-01,4.142467701789735723e-02,8.972383548654734586e-02,2.368535419382877122e-02,2.522618624313539490e-02
9.067100511884448877e-02,9.051228125868021612e-02,6.408475854132772431e-02,3.801436450934486677e-02,7.475893813737549687e-02,5.047418753224078292e-02,3.027657632633625612e-02,1.702313400261894205e-02,4.154597039800007885e-02,9.364707749692471883e-02,3.626840204753779828e-02,7.221935637474703740e-03,3.424467283044323879e-02,9.007579064322843859e-03,3.658584976786635745e-02,1.182889567874290671e-01,1.690409110749573410e-02,1.100353160588865564e-01,1.861037260426173442e-02,2.182453077258839080e-02
3.644768856447688776e-02,7.416058394160583711e-02,3.914841849148418401e-02,3.734793187347931753e-02,2.369829683698296968e-02,6.046228710462286937e-02,4.690997566909975436e-02,7.197080291970803234e-02,5.260340632603406619e-02,8.111922141119221052e-02,2.413625304136253133e-02,9.489051094890510463e-03,5.197080291970802846e-02,1.569343065693430683e-02,1.318248175182481774e-01,1.009975669099756751e-01,2.306569343065693542e-02,7.829683698296836802e-02,1.189781021897810299e-02,2.875912408759124031e-02
8.788402313528131254e-03,3.139788176969879330e-02,3.139788176969879330e-02,3.109742357094569254e-02,1.998047021708104776e-02,2.621497784120784338e-02,3.763238939382558546e-02,1.780214827612108461e-02,3.605498385037182035e-02,1.059866296101554806e-01,8.337715015398481852e-03,2.576429054307819572e-02,1.222864868925110787e-01,5.137835198677984105e-02,2.397656426049725731e-01,4.995117554270261939e-02,6.685194922256440520e-02,2.396154135055960505e-02,1.502290993765492298e-03,6.384736723503342537e-02
8.883564484172694342e-02,2.985762337004100805e-02,5.040777772658158046e-02,8.141731557849145318e-02,1.999723540524351445e-02,4.713634059807399884e-02,1.262498272128277123e-02,7.478228816292678549e-02,7.496659448002580828e-02,3.580150209648435417e-02,3.123992074828364773e-02,1.396120352025065695e-02,3.451135787679122935e-02,9.261392434225683423e-03,5.068423720223010770e-02,1.122425471133023100e-01,7.621066212044418087e-02,8.763765378058333000e-02,4.791964244574482834e-02,2.050407777726581671e-02
